Dim1	Dim2	id	tsne
13.7492398008407	21.7230542614768	TCGA-DK-A3IS-01A-21R-A21D-07	indegree
7.30283588765206	-9.66218924094751	TCGA-XF-AAN8-01A-11R-A42T-07	indegree
13.8761213487186	21.1925950898286	TCGA-DK-A6AV-01A-12R-A30C-07	indegree
13.2793409982637	22.6111379959295	TCGA-GV-A40G-01A-11R-A23N-07	indegree
18.5327765623288	13.7112628710358	TCGA-FD-A6TD-01A-51R-A33J-07	indegree
11.4327224453732	21.0521504413177	TCGA-ZF-A9R4-01A-11R-A38B-07	indegree
12.5787390969166	21.5156193737033	TCGA-CF-A3MG-01A-11R-A20F-07	indegree
15.3238789633561	-7.5712629342719	TCGA-R3-A69X-01A-22R-A30C-07	indegree
14.9977970496904	15.7140214108843	TCGA-XF-A9SP-01A-11R-A39I-07	indegree
16.0730218056159	18.2994829314614	TCGA-FD-A3SN-01A-12R-A22U-07	indegree
13.0296365323188	19.7565037681497	TCGA-2F-A9KT-01A-11R-A38B-07	indegree
11.4046734849711	24.2391362662199	TCGA-CF-A5U8-01A-11R-A28M-07	indegree
13.6413996322573	21.0535407772765	TCGA-GC-A3RD-01A-12R-A22U-07	indegree
11.3298418576492	24.1545723019014	TCGA-FD-A43X-01A-11R-A23W-07	indegree
16.919218212719	-20.4326625572252	TCGA-DK-A1AB-01A-11R-A13Y-07	indegree
12.8356414558758	19.1495402920249	TCGA-ZF-A9R1-01A-11R-A39I-07	indegree
9.88242779951299	21.900978937904	TCGA-4Z-AA89-01A-11R-A39I-07	indegree
7.71844143645402	-10.2036079991535	TCGA-XF-A9SW-01A-11R-A42T-07	indegree
15.8566889819175	18.1388320964789	TCGA-FD-A6TC-01A-21R-A33J-07	indegree
4.77956196478568	-10.0580400180179	TCGA-BT-A20O-01A-21R-A14Y-07	indegree
23.7300485764672	11.9571412986889	TCGA-FD-A5BY-01A-31R-A28M-07	indegree
11.9053192255944	-8.11730278573179	TCGA-YC-A8S6-01A-31R-A38B-07	indegree
14.3369437468528	23.595967771925	TCGA-DK-AA75-01A-11R-A39I-07	indegree
15.049144673021	14.7450748965589	TCGA-FD-A43U-01A-11R-A23W-07	indegree
18.9135109888912	13.6318809401882	TCGA-FD-A5C1-01A-11R-A28M-07	indegree
12.3064823904421	20.5282549732974	TCGA-UY-A78N-01A-12R-A33J-07	indegree
9.1537948499795	20.9851076657179	TCGA-HQ-A2OE-01A-11R-A206-07	indegree
17.8138100111387	12.5078817513422	TCGA-ZF-A9RF-01A-11R-A38B-07	indegree
11.217242140662	23.533700931365	TCGA-CF-A3MH-01A-11R-A20F-07	indegree
13.379651651118	20.9462270011349	TCGA-DK-A1A6-01A-11R-A13Y-07	indegree
10.049591386044	19.3175371865608	TCGA-GC-A3RB-01A-12R-A220-07	indegree
2.36291213575365	6.38631977737014	TCGA-GD-A3OS-01A-12R-A220-07	indegree
15.6494236796751	-7.66333955370404	TCGA-DK-A2HX-01A-12R-A18C-07	indegree
19.5938649014124	13.3150329550048	TCGA-BT-A42F-01A-11R-A23W-07	indegree
-12.4840797335171	-16.5502991607994	TCGA-DK-A1AC-01A-11R-A13Y-07	indegree
16.1257530057625	-8.19661375680744	TCGA-G2-A2EC-01A-11R-A180-07	indegree
10.531557812338	24.022268432751	TCGA-CF-A8HX-01A-11R-A36F-07	indegree
10.7113965500072	22.8654337386477	TCGA-XF-A9SH-01A-11R-A39I-07	indegree
-12.9178875260865	20.5979085398019	TCGA-BL-A13J-01B-04R-A277-07	indegree
10.7301039590903	19.1389151333152	TCGA-GC-A4ZW-01A-11R-A26T-07	indegree
15.0001733188079	18.1337836449834	TCGA-UY-A9PH-01A-11R-A38B-07	indegree
14.146902284973	17.6442544928655	TCGA-2F-A9KW-01A-11R-A38B-07	indegree
30.1023444762794	7.7879465990603	TCGA-G2-A2ES-01A-11R-A180-07	indegree
25.3011402652145	6.28449670373576	TCGA-XF-A8HE-01A-11R-A36F-07	indegree
9.56616414590646	21.5931938326423	TCGA-ZF-A9RL-01A-11R-A38B-07	indegree
31.6464682671217	10.0755797804444	TCGA-E7-A7XN-01A-11R-A352-07	indegree
12.743036838443	-13.8110571431313	TCGA-K4-A6FZ-01A-11R-A31N-07	indegree
35.0109039543579	0.915558373905047	TCGA-K4-A3WV-01A-11R-A22U-07	indegree
13.5937357767529	16.3817415258755	TCGA-FD-A6TG-01A-11R-A32O-07	indegree
13.5999629136843	16.2365415748081	TCGA-FD-A5BZ-01A-11R-A28M-07	indegree
15.9936139368352	-8.16509139793021	TCGA-BT-A20Q-01A-11R-A14Y-07	indegree
28.4927741170718	1.65409461788658	TCGA-BT-A20U-01A-11R-A14Y-07	indegree
13.4164952647244	18.5186164762299	TCGA-XF-A9SV-01A-21R-A42T-07	indegree
16.14249748512	13.1082051242374	TCGA-XF-A9SX-01A-21R-A39I-07	indegree
12.6549563562088	17.5667301715288	TCGA-GV-A3QK-01B-11R-A23N-07	indegree
11.1142738752758	-11.3545425910183	TCGA-DK-AA6X-01A-12R-A42T-07	indegree
13.8662808985796	20.0747871944545	TCGA-K4-A6MB-01A-11R-A31N-07	indegree
13.0430667306329	24.6239582497875	TCGA-GU-A763-01A-11R-A32O-07	indegree
